CLID	FL1_NR	FL1.2_NR	FL10_NR	FL11b_CR	FL12_NR	FL13_NR	FL13.2_NR	FL14_NR	FL15_PR	FL16_PR	FL2_PR	FL3b_NR	FL4_CR	FL5b_CR	FL6_CR	FL6.2b_CR	FL7b_PR	FL8_PR	FL8.2_PR	FL9_NR	Spleen2	Spleen1	Tonsil2	Tonsil1
IMAGE:296095	-0.874	-1.007	0.237	0.233	-1.251	0.002	-0.03	-0.324	1.391	0.054	-0.271	-1.472	0.394	1.532	-0.001	-0.005	0.263	0.515	0.93	-0.326	-0.977	-0.545	0.7	0.671
IMAGE:772912	0	0.728	0.106	-0.617		-0.557	-0.185	0.011	-0.453	-0.287	2.113	0.213	-0.004	-0.111	0.336	0.536	-0.147	0	-0.615	0.069	1.432	1.549	-0.238	-0.276
IMAGE:327250	-0.377	0	0.444	0.02	-0.272	1.501	1.036		-0.82	0.527	-0.208	2.108	0.488	-0.719	0.246	-0.179	0.536	-0.597	-0.882	-0.197	-0.122	-0.464	0.059	0.196
IMAGE:135975	0.676	0.087	-1.163		0.261	-0.055	-0.43	1.075	-1.945	-0.5		-0.945	-0.995	-1.037	0.055	0.633	1.395	-0.985	-0.503	0.159	1.431	-0.825	3.856	3.672
IMAGE:285992	0.386	0.139	-0.093	-0.37	1.344	-0.204	0.265	0.004	-0.883	-0.572	-0.425	1.029	-0.236	0.06	0.124	0.231	-0.141	-0.066	-0.421	0.051	1.613	0.213	-0.144	-0.004
IMAGE:377348	-0.571	-0.112	-0.241	-0.435	0.074	-0.152			-0.075	-0.199	0.342	-0.507	-0.2	0.217	0.679	-0.314	0.241	0.122	0.881	-0.074	1.195	0.321	4.422	3.382
IMAGE:769537	0.097	-0.181	-0.419	0.407	0.28	-1.06	-0.012	0	0.022	-1.187	0.079	0.423	-0.477	0.071	-0.207	0.189	-1.1	-0.711	-0.78	0.227	0.185	0.168	-0.229	
IMAGE:843041	0.056	0.402	-0.127	-0.226	-0.159		-0.595		0.307	-0.213		0.192	0	0.455	0.335	0.683	1.512	0.419	0.341	-0.05	-1.258	-2.699	-0.448	-0.302
IMAGE:254310	0.264	0.093	-0.355	-0.056	1.054	-0.949	-0.503			-0.331	0.702	0.104	-0.608	-0.072	0	0.189		-0.649	-0.534	0.337	2.568	2.545	-0.003	0.425
IMAGE:826405	-0.503	-0.06	0.235	0.659	-1.143	0.234	0.088	-0.266	1.129	0.583	0.201	-1.06	0.737	0.052	0.172	0.566	-0.036	-0.217	0.035	-0.253	-1.093	-2.637	-0.552	-0.39
IMAGE:504536	-0.08	0.079	-0.221	-1.102	-1.199	0.151	-0.407	-0.45	0.191	-0.811	0.219	0.313	0.278	1.014	0.693	0.872	0.262	-0.129	-0.507	-0.411	-1.335	-2.411	0.525	0.581
IMAGE:771303	0.549	-0.183	-0.405	0.581	0.692		-0.082		-0.746	0.073	-0.157	-0.449	-0.615	-0.715	-0.045	0.289	0.046	-0.748	-1.071	0.228	2.986	2.061	0.795	0.627
IMAGE:795229	-0.191	0.265	1.086	0.614		0.465		-1.499	0.94	0.436	0.152	-0.074	-0.196	-0.189	0.017	0.712	-0.017	1.108	1.083	-0.041	-0.661	-0.774	-0.386	-0.216
IMAGE:429234	0.655	0.29	0	-0.023	-0.438	0.776		0.29	0.619	-1.024	1.437	-1.018	0.407	0.278	-0.218	0.737	-1.382	-0.197	0.712	0.058	-1.051	-1.502	-0.022	-0.23
IMAGE:293005	-1.052	-1.457	-0.635	1.024	-0.64	-0.505	-0.996		0.348	1.213	0.142	0.94	1.432	2.82	-0.143	-0.912	1.111	1.373		0.836	-2.015	-3.206	0.659	-0.175
IMAGE:361097	-1.293	-1.016	-0.075	0.045	0.285	-0.405	-0.806	0.675	0.385	-0.145	0.115	0.575	-0.045	0.935	0.145	-0.513	-0.135	0.315	-0.105	1.301	-0.375	-0.155	0.615	0.605
IMAGE:109309	-0.815	0.374	-0.162	-0.103	-0.454	0.206	0.629		0.016	-0.09	-0.016	-1.658	0.48		0.78	1.043	0.665	0.243	0.127	0.428	-1.347	-1.548	-0.133	-0.351
IMAGE:41432	0.284	0.302	0.05	0.67	-0.375	-1.118	-0.53	-0.092	1.183	-0.414	0.272	-0.197	0.426	0.805	-0.025	0.666	0.084	0.025	0.323	-0.237	-0.649	-1.366	-0.159	-0.181
IMAGE:843276	0.618	0.483	-0.115	1.199	-0.1	0.744	0.519	-0.335	1.331	-0.084		-0.401	0.621	-0.669	0	0.62	-0.196	0.327	0.912	0.051	-0.145	-1.316	-0.378	-0.426
IMAGE:166805	0.141	0.013	-0.539	-0.108	0.701	-0.773	0.737	0.34	-0.993	-0.578	-1.314	0.397	-0.73	0.173	-1.248	0.236	-0.045	-0.383	-0.98	-0.013	1.905	0.562	0.434	0.494
IMAGE:287745	-0.295	-0.547	0.032	0.029	0.169	0.264	0.012	0.533	0.486	0.814	0.362	0.056	-0.012	-0.162	-0.526	0.096	-0.206	-0.491	-0.899	0.354	-1.002	-1.4	-1.03	-0.529
IMAGE:770394	0.537	0.167	-0.527	0.198	1.098	-0.441	0.087	-0.029	-1.261	0.029	-0.724	0.883	-0.671	-0.616	-0.509	0.216	0.61	-0.169	-1.054	0.295	2.556	2.518	-0.625	-0.03
IMAGE:366971	-0.37	0	-0.047	0.046	-0.122	-0.129	-0.476		1.286	-0.737	0.111	0.03	0.029	1.695	-0.375	-0.113	-0.259	0.053	0.268	0.222	-1.003	-0.123	0.461	0.461
IMAGE:469647	1.066	-0.215	-0.494	-1.481	0.904	-0.065	-0.008		-1.007	0	-0.328	1.559	0.279		-0.925		0.009	-1.338	1.952	0.992	3.792	6.818	0.023	-0.625
IMAGE:504791	0	-0.172	-0.544	-0.435	1.166	-0.334	-0.29		-0.888	-0.173	0.375	-0.179	-0.407	-0.668	0.155	0.345	0.235	-0.288	0.229	0.137	1.558	0.831	1.288	0.943
IMAGE:206052	0.325	0.192	0.047	0.288	0.588	-0.901	0.068	0.8	0.016	-1.208	0.121	-0.739	-0.042	-1.178	-0.291	0.932	-0.249	-0.228	-0.015	0.058	0.484	-1.293	-0.146	-0.264
IMAGE:594466	0.238	-0.204	-0.498		-0.385	0.115	0.058		0.39	0.352	-0.326	-0.085	0.004	-1.051	-0.004	0.188	0.415	0.151	0.301	0.253	-1.172	-2.745	-1.005	-0.688
IMAGE:67397	-0.21	-0.07	0.181	-0.079	-0.096	-0.212	0.355	-0.048	-0.553	0.048	0.495	0.096	-0.125		-0.183	-1.153		0.054	0.439	-0.113	1.271	1.113	0.257	0.295
IMAGE:301309	0.897	-0.122	0.042	-0.079	1.222	-1.049	0.636	0.132	0.075	-1.672	0.837	-0.122	0.074	0.753	-0.257	0.551	-1.08	-0.096	-0.138	0.298	-0.203	-0.717	0.144	-0.042
IMAGE:132215	0.15	0.931	0.223		-0.266	-0.025		1.194		-0.079	0.134	-1.073	0.45	-0.33	-0.573		-0.784	0.024	1.531	0.199	-0.092	-0.502	0.281	-0.14
IMAGE:773976	1.766	2.048	0.37	-1.595	-0.156	-0.041			0.404	0.167	0.128	0	-1.019	-0.322	-1.007	0.138	-0.98	-0.377		-0.282	0.501	-0.172	0.443	0.663
IMAGE:843206	0.105	0.046	0.001	0.248	-0.633	0.154	0.615	-0.154	0.991	-0.079	-0.01	-1.31	0.925	0.918	-0.432	0	0.078	0.117	0.703	-0.128	-1.4	-1.022	-0.196	-0.232
IMAGE:796197	-0.551	-0.116	0.505	1.595	-0.143	0.533	0.128	0.986	0.099	-0.662	-0.162	1.474	0.711	-0.707	0.378	1.025	0.412	-0.241	-0.773	0.041	-0.332	-0.847	-0.041	-0.167
IMAGE:770838	0.176	-0.29	-0.885	-0.372	0.936	-1.334	0.287	-0.368	-1.4	-0.955	0.093	0.095	-0.811	-0.656	0.101	0.365	-0.021	-0.96	-1.167	0.353	2.105	1.439	0.021	0.307
IMAGE:232624	-0.381	-1.15		0.075	-0.317		1.061		0.172	-0.253	0.517	-0.292	1.051	0.443	0.539	-0.671	-0.029	0.425	0.839	-0.469	-0.19	0.307	-0.359	0
IMAGE:435597	-0.484	1.466	0.573	-0.79	-1.303	1.279	0	2.147	-0.776	0.031		0.725	-1.086	0.815	0.166	0.997	-1.093	-2.129	-0.409	1.122	-0.903	-1.957	0.569	-0.753
IMAGE:295973	0.041		-0.658	0.097	-0.111	-0.706		0.129	0	0.63		-0.011	0.647	0.604	0.24	0.395	0.033	-0.459	1.138	-0.629	-1.064	-1.156	-0.163	-0.142
IMAGE:127099	-0.118	-0.01	-0.583	-0.332	0.657	0.647	-0.303		-1.452	-0.321	0.044	-0.131	-0.025	-0.387	0.64	0	0.433	0.185	0.617	-0.002	1.121	1.148	0.508	1.13
IMAGE:745347	0.718	0.539	-0.104	-0.522	-0.305	0.138	0.121	0.109	0.195	0.033	0.036	-2.316	0	-0.155	-0.345		-0.349	0.279	1.091	0.251	-1.819	-2.598	-0.21	-0.021
IMAGE:897910	-1.161	-0.246	1.071	-1.574	0.073	-0.137	1.084	0.35	-0.131	-0.703	0.515	0.91	-1.018	-0.104	0.064	-1.155	4.186	-0.114	0.155	0.258	-0.064	0.267	0.185	-0.379
IMAGE:278375	-0.378	0.052	0.743	0.285	-0.762	0.072	-1.13	-0.512	0.531	-1.152	-0.89	-0.044	-0.515	-0.058	0.045	0.741	0.135	0.139	0.834	-0.47	-0.933	-1.533	0.874	0.19
IMAGE:428103	-0.498	0.048	0.173	2.011	-1.871	-0.047	0.767	0.868	0.52	0.752	1.621	-1.973	-0.358	-2.627	2.303	1.477	-2.424	0.761	1.138	-0.532	-2.418	-3.921	-1.332	-1.384
IMAGE:756405	0.865	0.494	0.753	-0.811			-0.276		1.14	-1.646	-0.325	-0.002	0	-0.46	-0.309	1.179	-0.591	0.253	-0.003	0.489	0.46	-0.665	0.057	0.276
IMAGE:897567	-0.037	0.111	-0.628	-0.154	0.745	-1.059	0.185	-0.143		-1.12	0.021	0.116	-0.156		0.075	-0.519	-1.23	-0.02	0.091	0.487	0.47	-0.178	0.657	0.43
IMAGE:162775	-0.046	0.625	0.994	0.878	-0.862	1.209	-0.207	-0.165	1.644	0.091	-0.16	-2.17	0.43	0.251	-0.592	0.045	0.326	0.582	0.638	-0.333	-3.183	-4.252	-0.243	-0.54
IMAGE:35626	0.392	0.847	0	0.199	-1.192	-0.012	-0.501	-0.77	0.815	0.281	-0.443	-1.742	0.719	0.542		0.313	0.18	0.356	0.999	-0.519	-2.244	-2.861	-0.245	-0.393
IMAGE:359457	0.249	0.257	-0.292	0.145	2.392	-0.268	0.711	-0.149	-0.549	-0.311	-0.332	0.111	-0.283	-0.909	0.219	0.327	0.62	0.616	-0.422	-0.11	1.624	1.629	-0.568	-0.57
IMAGE:745188	0.53	0.507	-0.191	0.469		-0.864	0.304	0.373	0.31	0.125	-0.205	-1.375	0.44	-0.086	-0.075	0.305	-0.295	0.187	0.691	0	-1.128	-1.429	-0.09	-0.412
IMAGE:301627	-0.539	-0.057	0.161	0.106	0.14	0.439	-0.493		0	1.018	1.151	-0.449	0.466	1.74	0.235	-0.496	0.078	-0.014	-0.27	0.103	-1.038	-2.457	-0.018	-0.023
IMAGE:823609	0.351		0.317	0.55	-0.286	0.818	-0.137		0.545	0.187		-1.419	-0.079	-0.361	0.04	0.444	0.252		1.204	-0.04	-1.319	-2.101	-0.618	-0.852
IMAGE:726035	1.382	0	0.568	-0.165	3.206	-0.512	-0.578	-0.663	-0.089	-0.837	0.113	1.648		-0.002	-1.074	0.747	-0.216	0.223	0.066	-0.655	1.11	1.035	0.165	-0.348
IMAGE:729924	-0.747		-0.223	-0.431		0.005		0.659	-1.435	-0.006	0.163	1.454	-0.475	-0.469	0.343	-0.221	-0.489	0.466	1.276	-0.43	1.364	0.969	0.11	
IMAGE:343538	1.085	-0.154	-0.407	0.549	0.555	-0.704	1.272	0.754	0.018	-0.221	0.57	-0.278	0.194	-0.468	-0.009	0.954	-0.109	-0.349	-0.568	1.165	-0.503	-0.655	0.151	0.009
IMAGE:130835	0.072	0.274	-0.122	0.198	0.013	0.592	-0.125	-1.315	0.087	0.581	0.36	0.882	-0.529	-0.383	0.792	1.116	-0.013	-0.183	-0.344	-0.014	-0.252	-1.329	0.44	-0.031
IMAGE:293579	-1.049		-0.344	-0.908	1.289		0.085	0.463	-0.276	0.639		1.1	-1.059	-0.081	-0.655	-1.09	0.944	0.261	-0.851	0.367	1.39	-0.219	0	0.158
IMAGE:257387	-0.216	0.151	-0.404		-0.037	0	-0.118		0.047	0.669	-0.681	0.085	0.185	-0.475	1.286	2.006	-0.033		0.776	0.032	-0.746	-1.449	-0.222	0.12
IMAGE:814251	0.336	-0.508	-0.024	0.327	0.257	0.24	0.697		1.251	1.63	-0.205	-0.23	0.099	-0.347	0	-1.235	0.078	0.363	-0.191	0.592	-0.973	-2.129	-0.249	-0.217
IMAGE:288695	-0.258	0.306	0.736	0.295	-0.95	0.494	0.144	0.038	1.391	0.038	-0.023	-0.586	0.913	0.797	0.256	-0.414	-0.003	-0.051	0.004	-0.491	-1.679	-2.075	-0.048	-0.009
IMAGE:813276	0.259	-0.16	-0.418	0.622	-0.203	-0.727	0.427	0		-0.668		-0.023	0.167	1.17	0.17		-0.108	0.325	-0.119	0.008	-0.449	-1.287	1.363	1.417
IMAGE:753038	0.083	0.532	0.115	-0.502	0.326	-0.375	1.217	0.35	-0.545	0.103	-0.613	-0.092	-0.345	-0.165	-0.698	-0.264	-0.667	-0.317	-0.024	0.025	1.156	1.539	0.519	0.396
IMAGE:810367	0.577	-0.338	0.163	0.769			0.198		-1.774	-0.273	0.122	-2.048		-1.055	-0.604	-0.549	0.51	-2.318	-1.862	0.208	0.626	0.242	-0.122	0.4
IMAGE:279329	0.114	0.473	0.289	-0.005	-1.019	-0.17	-0.249	-0.906	0.643	0.151	0.006	-2.867	0.39	0.257	0.081	-0.2	0.403	0.408	1.147	-0.891	-1.392	-2.008	-0.089	-0.457
IMAGE:810899	-0.199	-0.281	-0.496	0.78	0.39	-1.039	-0.144	0.122	0.395	-0.759	0.001	0.461	-0.485	1.052	-0.211	0.041	-1.224	-0.017	-0.322	-0.001	0.177	0.583	0.357	0.423
IMAGE:1874894	-0.008	0.026	0.303	0.064	-0.553	0.142	0.041	-0.743	0.938	0.37	0.219	-1.815		0.551	-0.271	0	-0.162	0.227	0.716	-0.415	-1.373	-1.989	-0.105	-0.505
IMAGE:196543	1.269	-0.091	-0.005	0.1	1.117	-0.866	0.827	0.399	-0.894	-0.074	0.279	-0.247	-0.493	-0.701	-0.17	0.006	-0.957	-0.575	-0.906	0.558	2.3	4.298	4.2	3.626
IMAGE:825606	-0.372	-0.449	-0.353	-1.122	-0.644	-1.763	-0.903	0.756	0.896	-0.217	-0.334	0.356	-0.205	1.886	0.081	0.183	0.299	0.564	0.76	-0.134	-0.08	0.219	0.821	0.715
IMAGE:840776	-0.205	0.018	-0.581	1.465	0.576	0.435	-0.161	-0.045	-1.032	0.769	-0.897	1.185	-0.673	0	-0.361	0.387	0.181	-0.469		0.121	-0.042	-0.915	1.06	0.692
IMAGE:754588	0.109	1.017	-0.02	1.266	-0.077	-0.078	0.133	0.28	-0.085	-0.416	-0.45	0.02	-0.108	1.189	-0.393	0.047	-0.773	-0.197	-0.788	0.373	-0.281	0.028	0.368	0.316
IMAGE:753897	-0.458		-0.771	1.564	-0.435	-0.815	-1.144	-0.825	1.639	1.614	-1.082	0.475	0.883	0.066	-0.485	0	0.898	0.318	0.479	0.039	-0.478	-0.83	1.006	-0.202
IMAGE:277134	0.593	-0.188	-0.375	-0.847	0.422	-0.925	0.896			0.039	0.097	-0.773	0.294	0.487	-0.613	0.269	-0.263	-1.092	-1.169	0.639	1.124	0.242	-0.217	-0.038
IMAGE:781017	-0.333	-0.639	-0.461	-0.182	0.502	-0.225	-0.637	1.267	-0.366	0.192	0.645	0.761	0.514	-0.2	-0.601	-0.034	0.035	0.335	1.821	0.983	-0.675	-1.709	0.152	0.066
IMAGE:746148	-0.111	0.172	-0.331	0.581	-0.579	-1.136	-0.298	-0.243	0.009	0.043	0.351	0.281	0.236	-0.385	0.196	-0.241	0.506	0.185	0.554	-0.159	-1.329	-3.43	0.638	-0.009
IMAGE:346403	-0.524	-0.169	0.159		0.229		-0.693		-1.294	0.022	0	-0.567	0.19	-0.178	0.361	-0.313	0.346	-0.243	-0.012	-0.022	1.362	1.711	0.153	0.252
IMAGE:417404	0.012	0.166	0.806	-0.593	-1.414	0.519	-0.226		1.07	0.325	-0.259		0.588	-0.012	-0.404	0.012	0.067	0.695	1.777	-1.093	-1.493	-1.813	-0.113	-0.763
IMAGE:487151	0.361	-0.261	0.184	0.332	-0.881	-0.783	0.245	-0.22	-0.042	-0.188	1.169	0.042	0.628	-0.594	-0.206	1.039	-0.414	0.2	0.406	0.678	1.375	-0.111	-0.191	-0.518
IMAGE:744917	0.586	0.636	-0.15	-0.356	1.196	-0.066	-0.325		-0.619	-0.562	-0.249	0.013	-0.439	0.838	0.292	0	0.559	-0.499	-0.93	0.185	1.293	1.205	-0.06	0.145
IMAGE:785368	0.032	-0.009	-0.259	-0.701	-0.941	-0.492	-1.565	0.5	0.59	-1.447	0.008	0.477	-0.961	2.639	0.249	-0.077	-0.286	0.159	-0.016	0.261	-0.514	0.512	0.995	0.868
IMAGE:130617	-1.003	-0.225	-0.142	0	-0.183	0.328	-0.912	0.857	-0.899	0.07	0.468	-1.106	0.183	0.027	0.242	-1.169	0.604		1.212	0.215	0.437	-0.071	-0.401	-0.183
IMAGE:66507	-0.117	-0.079	0.005	0.506	0.228	-0.318		1.068	-0.268	-0.069	0.291	0.271	0	-0.039	0.057	-0.119	-0.471	-0.078	-0.271	-0.317	1.84	2.084	0.062	0.489
IMAGE:153760	-0.139		1.082		1.023		-0.062		0.737	-0.852	0.594	-0.744	-0.604	-0.643	0.096	1.438	0.21	-0.486	-0.703	0.012	0.201	0.128	-0.256	-0.012
IMAGE:770059	0.585	0.047	-0.217	-0.275	1.324	-0.532	0.568	0.27	-0.603	-0.239	-0.545	0.994	-0.474	-0.047	-0.07	0.824	-0.43	-0.274	0.68	0.116	1.83	1.94	0.163	-0.069
IMAGE:345838	0.084	0.73	-0.072	0.272	-0.209	0.617	-0.014	-0.4	0.763	0.674	-0.017	-0.088	1.282	-0.927	0.014		-0.7	0.879	0.874	0.237		-1.084	-0.731	-1.043
IMAGE:878182	-0.022		0.287	-0.63	1.461	-0.788	0.355	2.3		-0.429	-0.502	1.152	-0.434	-0.454	0.281	0.219	0.54	0	0.323	-0.062		1.729	-0.295	-0.474
IMAGE:268005	-1.027		-0.35	-0.682	-0.879	1.237	0.243		0.76	1.137	0.117	-1.154	0.593	-0.482	0.153	0.227	0.39	0.732	1.288	-0.602	-0.148	-0.826	-0.117	-0.408
IMAGE:470001	-0.276	-0.008	0.256	0.016	0.546	-0.113		1.211	-0.121	0.273	0.518	-0.081	0.084	-0.087	-0.847	0.028	-1.17	-0.248	-1.465	0	0.277	1.186	0.238	-0.02
IMAGE:1585216	0.125	0.029	0.949	0.035	-0.343	-0.132	0.831		-0.039	1.151	0.683	-1.368	0	0.183	-1.706	-2.798	-2.696	-1.893	-2.004	1.957	-1.354	-0.886	1.501	0.73
IMAGE:202168	0.15	-1.07		-0.053	-0.059	-0.431	-0.083	-1.003	-0.454		0.999	0.053	0.27	-0.272	0.482	0.21	-0.901	-0.467	0.801	0.241	1.031	0.602	0.445	-0.117
IMAGE:39574		0.294	0.058	-0.404	-0.619	0.37	-0.173	-0.543	0.114	0.326	0.346	-1.431	0.072	0.18	-0.376	0	0.077	0.073	0.497	-0.565	-1.107	-1.879	-0.224	-0.45
IMAGE:594031	-0.237	-0.188	0.746	0.799	-0.485	0.983		-0.046	0.436	0.963	0.046		0.596	0.385	0.199	1.608	-0.562	-0.149	-0.273	0.226	-1.271	-1.53	-0.587	-0.08
IMAGE:795379	0.125	0.722	-0.182	-1.629	0.162	-0.541			-0.006	-0.812	-0.701	-0.554	1.7	-0.628	0.007	0.644	-0.056	1.488	1.488	-0.326	0.801	0.242	-0.263	0.21
IMAGE:341805	0.025	-0.062	-0.026	0.282	1.466	0.127	0.232	-0.405	-0.578	0.031	-0.206	1.013	-0.076	-0.287	-0.184	0.5	1.045	-0.367	-0.438	0.405	-0.921	-1.613	0.8	0.737
IMAGE:592594	0.422	0.289	-0.056	0.053	0.1	0.06	0.216	0.4	-0.342	-0.712	-0.673	-0.249	0.176	-0.047	0.002	1.01	0.037	-1.069	-0.827	-0.071	-0.842	-1.892	0.076	-0.001
IMAGE:782851	0.06	0.217	-0.125	0.241	-0.214		-0.059		0.192	-0.517		-0.155	-0.136	1.712	0.34	0.69	0.297	0.15	-0.28	0.336	-1.256	-1.283	-0.514	0
IMAGE:837904	0.171	0.189	-0.573	-0.228	-0.113	-0.816	0.034	0.067	0.317	-1.072	0.436	-0.361	-0.134	0.521	0.141	0.833	-1.266	-0.149	-0.016	0.424	-1.61	-2.16	0.162	0.017
IMAGE:183337	-0.27	-0.528	-0.222	0.581	-0.645	-0.471		0.459	-0.172	1.03	0.623	0.34	0.015	0.397	0.7	1.423	0.099	-0.152	0.192	0	-0.44	-2.367	-0.551	-0.17
IMAGE:294578	0.146	0.295	0.107	-0.183	1.057	-0.201	-0.181		-1.001	-0.06		0.024	0.006	-0.269	-0.069	-0.007	-0.214	-0.07	-0.29	0.552	2.544	2.766	0.092	0.436
IMAGE:345034	-0.056	-0.512	-0.066	1.224	0.279	0.718	-0.21		-0.26	-0.434	-0.851	1.819	-0.051	-1.948	-0.174	0.619	0.542	0.124	-0.438	0.824	0.933	1.119	0.303	0
IMAGE:306996	-0.143	0.893	0.151	0.732	1.743	-0.37	0.046	0.513	1.195	-0.364	1.681		0.057	-0.499	-0.092	-1.176		-0.492		0.378	-0.031	-0.408	-0.201	0
IMAGE:29828	-0.144	0.035	0.506	-0.085	1.514	-0.29	-0.23	-0.097	-1.067	-0.582	0.164	-0.277	0.033	-0.889	0.065	0.409	-0.034	-0.911	-0.812	0.379	0.834	1.707	0.918	0.715
IMAGE:241880	0.129	0.159	0.389	0.26	-0.701	0.811	-0.203	-0.286	0.405	-0.099		-1.023	0.092	0.102	-0.093		0.399	-0.421	0.092	0.251	-1.018	-1.851	-0.297	-0.213
IMAGE:742739			-0.465	-0.13		0.144	-0.184		-0.892	0.348	0.558	1.875	0.395	0.13	-0.701	-0.489	1.178	0.177	0.316	1.056	-0.465	-0.555	-0.319	-0.299
IMAGE:110744	0.048	-0.377	-0.217	-0.141	0.175	0.192	-0.311	-0.684	0.212	0	-1.455	0.617	-0.125	0.655	-0.332		-0.067	0.028	-0.511	0.166	1.026	1.482	0.052	-0.088
IMAGE:140951	0.323	-0.086		-0.095	0.554	0.255	0.062	-0.541	-0.372	-0.057	-1.084	0.245	-0.924	0	-0.356	0.127	0.158	-0.197	-0.462	-0.079	1.16	1.02	0.017	0.137
IMAGE:795758	-0.686	-0.724	-0.531	-0.785	1.02	-0.492	-0.435			-0.485	0.923	0.479	-0.312	-0.145	0.105	-0.004	0.428	0.351	0.525	0.004	1.708	2.28	-0.054	0.033
IMAGE:810512	1.511	-0.12	0.194	-0.636	1.845	-0.832	-1.133	0.012	-0.273	-1.18	1.433	-0.158	-0.169	-0.012	0.395	0.757	-0.66	0.452	2.07	0.02	-0.438	0.404	0.194	-0.012
IMAGE:593215	0	-0.095	-0.402	-0.647	1.071	-0.614	0.789	-0.093	-0.279	0.075	-0.125	0.001	-0.399	0.332	-0.156	0.562	0.139	-0.532	-0.218	0.176	1.398	1.336	0.201	0.712
IMAGE:755923	0.38	0.341	-0.305	-0.559	-0.62	0.048	0.135	0.344	0.173	-0.21	0.014	-1.853	0	0.843	-0.385	-0.809	-0.298	0.039		-0.129	-1.045	-1.377	0.447	0.176
IMAGE:359191	0.612	0.676	0.082	-0.338	0.639	0.164	0.088		0	-0.449	-0.948	0.108	-0.093	-0.5	-0.317	-0.043	-0.137	-0.285	-0.407	-0.077	1.447	0.298	2.965	2.348
IMAGE:129613	-0.447	-0.326	0.205	0	-0.745	0.348	-0.605		0.573	0.461	0.447	1.219	0.409	0.747	0.494	0.761	-0.107	0.664	-0.047	-0.209	-1.633	-4.661	-0.34	-0.772
IMAGE:342089	-0.15	0.575	-0.24	1.378	-0.767	-0.475	-0.947		0.079	1.606	0.434	1.538	0.557	-0.862	-0.01		0.526	-0.154	0.324	0.011	-0.878	-0.296	-0.07	0.214
IMAGE:839081	-0.178	0.232	-0.27	0.496	-0.731	-0.129	0.135	0.264	0.317	1.203	-0.573	0.035	-0.576	-0.035	0.13	0.889	-0.139	-0.137	0.194	0.453	-1.813	-1.805	-0.141	0.095
IMAGE:322553		-0.998	-0.126	0.073	-0.184	0.344	0.193	-0.58	0.186	0	-1.125	0.015	-0.24	0.08	-0.073	0.247	0.013	0.124	0.27	0.584	-1.718	-2.312	-0.405	-0.391
IMAGE:51029	0.175	-0.834	0.314	0.838	-0.891		0.444	-1.022	1.218	1.12	0.072	-2.498	1.403	-0.41	0.603	-0.355	0	0.627	1.559	-0.377	-1.538	-1.975	-0.62	-0.649
IMAGE:755093	0.181		-0.168	0.456	-0.011	0.669	0.517	-0.422	1.099	-0.968	0.064		0.658	-0.293	0.011	0.426	-0.292	1.093	1.117	-0.158	-0.602	-1.469	-0.138	-0.633
IMAGE:1476320	0.44	0.444	0.079	-0.086	-1.073	-0.162	-0.163	-0.058	0.447	0.168	0.648	-1.71	-0.028	0.551	-0.236	0.377	-0.617	0.027			-1.438	-2.676	0.185	0.213
IMAGE:282895	0.08	-0.215	0.149	0.423	-0.081		-0.449		0.465	0.314	0.114	-1.171		-1.582	1.308	1.545	0.841		-0.19	0.946	-0.351	-0.864	-1.31	-0.148
IMAGE:784289	0.316	0.852	0.758	-1.371	0.337	0.039	-0.193	0.638	-0.989	-0.433	0.779		0.428	1.689	0.276	1.147	-0.206	-0.859	-0.683	-0.785	-0.089	-0.474	-0.466	0
IMAGE:283401	-0.106	-1.228	-0.699	0.015	0.192	-0.568	0.214		-0.072	3.005	0.782	1.146	0.879	0.756	0.225		-0.431	0.053	0.743	-0.369	-0.08	-0.043	-0.356	-0.015
IMAGE:280156	-0.979	-0.441	0.098		-0.492	-0.728		1.063	-1.287		0.346	0.056	-0.078	0.105	0.126	0.133	-1.001	-0.057		0.374	-0.057	-0.105	0.311	0.221
IMAGE:278049	-0.648	0.391	-0.047	0.395	-1.33	0.302	-0.42	-0.263	0.71	0.21	0.237	-0.15	0.046	0.111	0.816	1.267	0.305	-0.061	0.174	-0.645	-2.158	-2.86	-1.041	-0.879
IMAGE:120823	-1.044	-0.95	0.112	-0.185	-0.218	-0.434			-0.572		1.001	0.181	-1.007	0.842	0.901	-0.804		-0.03	0.253	-0.212	0.142	0.472	0.03	0.033
IMAGE:271192	-1.096	-1.422	-0.351	0.586	0.973	0.669	-0.038		-1.301	-0.299		0.438	-0.383	-0.421	0.506	-0.508	0.844	-0.126	0.072	0.159	-0.188	0.037	0.549	0.382
IMAGE:470393	0.03	-0.36	0.232	0.544	-0.07	0.434		1.298	-0.354	0.46	0.27	-0.07	-0.07	-0.438	0	-1.244	-0.104	-0.254	-0.389	0.28	0.425	-0.04	2.71	2.35
IMAGE:1046495	-0.332	0.258	-0.039	-0.459		-0.003	0.222	2.649		0.066	-0.386	-1.469		1.046	0.123	0.182	-0.514	-0.019	0.003	-0.164		-0.456	0.308	0.368
IMAGE:812965	0.832	0.59	-0.542	0.132	0.308	-1.224	0.093	0.072	-0.079	-0.4	-0.272	-1.328	-0.942	0.465	-0.005	0.485	1.001	-0.552	0.035	0.004	-1.676	-1.579	-0.145	0.073
